EAR,MAR,Label
0.1467,0.1238,1
0.1347,0.1231,1
0.1549,0.1248,1
0.1189,0.123,1
0.1881,0.1236,1
0.1903,0.1241,1
0.1888,0.1273,1
0.1897,0.1254,1
0.1732,0.1253,1
0.1832,0.1271,1
0.1885,0.125,1
0.1059,0.1272,1
0.21,0.125,1
0.2252,0.1259,1
0.1889,0.1274,1
0.1696,0.1279,1
0.2199,0.126,1
0.2184,0.1311,1
0.2174,0.1304,1
0.2102,0.1289,1
0.226,0.1275,1
0.2286,0.1246,1
0.2225,0.1262,1
0.1789,0.1305,1
0.2047,0.1287,1
0.2017,0.1268,1
0.1923,0.1252,1
0.1884,0.1246,1
0.1906,0.1241,1
0.1893,0.1297,1
0.1924,0.13,1
0.2019,0.13,1
0.1971,0.1274,1
0.1942,0.1251,1
0.1538,0.1297,1
0.1592,0.1301,1
0.1691,0.1271,1
0.1567,0.1308,1
0.1791,0.1264,1
0.1691,0.1264,1
0.1841,0.1237,1
0.1869,0.1256,1
0.1961,0.131,1
0.183,0.1254,1
0.1759,0.126,1
0.1632,0.1223,1
0.172,0.1243,1
0.1704,0.1288,1
0.2203,0.1248,1
0.227,0.1251,1
0.1985,0.1284,1
0.1914,0.1295,1
0.1818,0.127,1
0.2101,0.1261,1
0.2126,0.1259,1
0.1821,0.1306,1
0.2135,0.1302,1
0.2115,0.127,1
0.2033,0.1254,1
0.2043,0.1306,1
0.1634,0.1242,1
0.192,0.1269,1
0.1983,0.1272,1
0.2043,0.1311,1
0.2142,0.1281,1
0.218,0.1284,1
0.2135,0.1279,1
0.2101,0.1268,1
0.2057,0.1252,1
0.186,0.1279,1
0.1931,0.1261,1
0.1936,0.1273,1
0.2067,0.1276,1
0.2046,0.1233,1
0.2109,0.1277,1
0.1953,0.1279,1
0.1926,0.1261,1
0.0824,0.1289,1
0.1493,0.1289,1
0.1695,0.1292,1
0.1556,0.1269,1
0.1337,0.125,1
0.1627,0.1246,1
0.1729,0.1244,1
0.19,0.1276,1
0.1808,0.1271,1
0.1762,0.1264,1
0.193,0.1294,1
0.2077,0.1267,1
0.2292,0.1261,1
0.2214,0.1245,1
0.2193,0.1267,1
0.2165,0.123,1
0.2042,0.1215,1
0.175,0.1245,1
0.2078,0.1242,1
0.2056,0.1271,1
0.21,0.1264,1
0.2155,0.1254,1
0.1987,0.1246,1
0.2182,0.1257,1
0.214,0.1262,1
0.2106,0.1246,1
0.2113,0.1247,1
0.205,0.1247,1
0.2022,0.1245,1
0.2062,0.1236,1
0.2,0.1246,1
0.2111,0.1257,1
0.2102,0.1254,1
0.2056,0.1226,1
0.2093,0.1243,1
0.2083,0.125,1
0.2054,0.1252,1
0.2046,0.1242,1
0.198,0.1243,1
0.2002,0.1249,1
0.2092,0.1281,1
0.213,0.1248,1
0.2065,0.1231,1
0.1948,0.1256,1
0.1988,0.1243,1
0.1997,0.1254,1
0.2002,0.1255,1
0.1979,0.1265,1
0.202,0.126,1
0.2016,0.1273,1
0.2039,0.1276,1
0.2076,0.1239,1
0.1933,0.1241,1
0.1955,0.1257,1
0.1945,0.1272,1
0.1952,0.1233,1
0.1973,0.1256,1
0.1954,0.1272,1
0.2064,0.1252,1
0.2039,0.1238,1
0.2283,0.1235,1
0.2064,0.1268,1
0.2117,0.1276,1
0.1986,0.1278,1
0.1928,0.1268,1
0.2051,0.1248,1
0.1933,0.1253,1
0.2007,0.1262,1
0.1185,0.1248,1
0.1562,0.1237,1
0.1712,0.1292,1
0.181,0.1276,1
0.1888,0.1277,1
0.1846,0.1282,1
0.1723,0.1278,1
0.184,0.1247,1
0.1898,0.1254,1
0.1655,0.1276,1
0.1771,0.1285,1
0.1878,0.1262,1
0.1765,0.1256,1
0.174,0.127,1
0.1756,0.1253,1
0.178,0.1261,1
0.1855,0.126,1
0.187,0.126,1
0.2015,0.1285,1
0.1983,0.1265,1
0.2078,0.1256,1
0.2068,0.1251,1
0.2066,0.1285,1
0.2116,0.125,1
0.2022,0.1244,1
0.2066,0.1262,1
0.2063,0.1258,1
0.2055,0.1248,1
0.203,0.1262,1
0.1889,0.1257,1
0.1974,0.1259,1
0.1882,0.1269,1
0.194,0.1256,1
0.1648,0.1257,1
0.1671,0.1252,1
0.1912,0.1261,1
0.194,0.125,1
0.1862,0.1255,1
0.1805,0.1252,1
0.1762,0.1267,1
0.1917,0.1243,1
0.2002,0.1255,1
0.1924,0.125,1
0.208,0.1251,1
0.1953,0.1248,1
0.2211,0.1251,1
0.1987,0.1258,1
0.2069,0.1267,1
0.2089,0.1268,1
0.2122,0.1257,1
0.2118,0.1255,1
0.0929,0.1252,1
0.1525,0.1251,1
0.1865,0.1262,1
0.2,0.1245,1
0.1963,0.1259,1
0.1969,0.1253,1
0.1951,0.1261,1
0.1833,0.1242,1
0.1773,0.1263,1
0.1726,0.1254,1
0.1887,0.1259,1
0.1779,0.1256,1
0.2137,0.1248,1
0.2055,0.1262,1
0.2023,0.1257,1
0.2069,0.1263,1
0.1966,0.1263,1
0.1967,0.1244,1
0.2122,0.1279,1
0.2152,0.124,1
0.2111,0.125,1
0.1943,0.1246,1
0.1908,0.1266,1
0.1968,0.1268,1
0.1936,0.1261,1
0.1923,0.1253,1
0.1959,0.1254,1
0.1961,0.1272,1
0.1992,0.1258,1
0.1963,0.1261,1
0.1916,0.126,1
0.1959,0.1268,1
0.1883,0.1266,1
0.1935,0.1272,1
0.1967,0.1248,1
0.1876,0.1299,1
0.1937,0.1252,1
0.1904,0.1259,1
0.1993,0.1239,1
0.1993,0.1277,1
0.1841,0.1273,1
0.1939,0.1257,1
0.1934,0.1251,1
0.1928,0.1281,1
0.1854,0.1248,1
0.1932,0.1274,1
0.181,0.1271,1
0.1826,0.1288,1
0.2102,0.1242,1
0.0582,0.1216,1
0.1376,0.1252,1
0.19,0.1235,1
0.1478,0.1246,1
0.2037,0.125,1
0.1878,0.1227,1
0.1677,0.1267,1
0.1835,0.1261,1
0.2128,0.1277,1
0.1912,0.1253,1
0.1971,0.1264,1
0.2136,0.1247,1
0.2217,0.123,1
0.2164,0.1241,1
0.228,0.123,1
0.1576,0.1224,1
0.2057,0.1243,1
0.225,0.1239,1
0.2277,0.122,1
0.2294,0.1222,1
0.2147,0.1203,1
0.2196,0.1271,1
0.2264,0.1223,1
0.2163,0.1236,1
0.2163,0.121,1
0.2134,0.1219,1
0.1748,0.1219,1
0.2081,0.124,1
0.2177,0.1222,1
0.2095,0.1206,1
0.211,0.1242,1
0.2079,0.1209,1
0.2102,0.1238,1
0.222,0.1215,1
0.2117,0.1236,1
0.2211,0.1212,1
0.2173,0.1216,1
0.2181,0.1228,1
0.2229,0.1235,1
0.2169,0.122,1
0.2137,0.1206,1
0.2203,0.1212,1
0.2198,0.1224,1
0.2163,0.1225,1
0.2018,0.1223,1
0.2024,0.1211,1
0.1896,0.1223,1
0.1739,0.1218,1
0.2084,0.1225,1
0.1908,0.1222,1
0.1882,0.1219,1
0.1948,0.1239,1
0.2051,0.1199,1
0.2012,0.1216,1
0.2139,0.122,1
0.2079,0.123,1
0.2223,0.1222,1
0.2123,0.1213,1
0.2123,0.1233,1
0.2121,0.1217,1
0.2198,0.1217,1
0.2111,0.121,1
0.2073,0.1214,1
0.2224,0.1226,1
0.2244,0.1223,1
0.2285,0.1226,1
0.2294,0.1208,1
0.1435,0.1222,1
0.2201,0.1231,1
0.1027,0.1229,1
0.2299,0.1235,1
0.18,0.125,1
0.1233,0.1231,1
0.1905,0.1242,1
0.211,0.1262,1
0.1051,0.1228,1
0.2217,0.1248,1
0.0829,0.1245,1
0.1995,0.1243,1
0.1703,0.1241,1
0.1797,0.1262,1
0.2221,0.1258,1
0.2284,0.1226,1
0.1953,0.1232,1
0.0762,0.1223,1
0.217,0.1244,1
0.0827,0.1244,1
0.0989,0.1222,1
0.2291,0.1211,1
0.2263,0.122,1
0.2268,0.1227,1
0.2215,0.123,1
0.2151,0.1219,1
0.2219,0.1217,1
0.2268,0.1226,1
0.228,0.1212,1
0.2237,0.1227,1
0.2293,0.121,1
0.226,0.1206,1
0.2289,0.122,1
0.2298,0.1212,1
0.2288,0.1223,1
0.2298,0.1226,1
0.2195,0.1223,1
0.2175,0.1222,1
0.226,0.1207,1
0.2284,0.1208,1
0.094,0.1212,1
0.2288,0.1219,1
0.2162,0.1224,1
0.2162,0.1212,1
0.2076,0.1231,1
0.1081,0.122,1
0.1696,0.1237,1
0.1923,0.1244,1
0.194,0.1224,1
0.2003,0.1222,1
0.2012,0.1229,1
0.2035,0.1217,1
0.2053,0.1229,1
0.2063,0.1235,1
0.2051,0.1231,1
0.1976,0.1207,1
0.2239,0.122,1
0.1583,0.1223,1
0.2165,0.1233,1
0.221,0.1211,1
0.2002,0.1226,1
0.1997,0.1225,1
0.2065,0.1226,1
0.2104,0.1216,1
0.2052,0.123,1
0.2188,0.1209,1
0.2112,0.1237,1
0.2012,0.1253,1
0.1989,0.1225,1
0.1897,0.1221,1
0.2086,0.1225,1
0.2129,0.1215,1
0.222,0.1217,1
0.2217,0.1245,1
0.2253,0.121,1
0.2287,0.1207,1
0.2145,0.122,1
0.211,0.1216,1
0.2079,0.1223,1
0.1829,0.125,1
0.186,0.1214,1
0.2268,0.1236,1
0.2151,0.1225,1
0.2124,0.1218,1
0.1696,0.1206,1
0.0606,0.1238,1
0.1993,0.1207,1
0.2053,0.1209,1
0.208,0.1207,1
0.2034,0.1212,1
0.2077,0.1204,1
0.2054,0.1211,1
0.2106,0.1221,1
0.2103,0.1205,1
0.1852,0.123,1
0.2112,0.1216,1
0.2136,0.1201,1
0.2104,0.1223,1
0.2077,0.1213,1
0.2061,0.1221,1
0.2109,0.1216,1
0.2097,0.1219,1
0.2166,0.1216,1
0.2114,0.121,1
0.2105,0.1207,1
0.1886,0.1195,1
0.2077,0.1234,1
0.2098,0.1226,1
0.2091,0.1211,1
0.2043,0.1215,1
0.2193,0.1211,1
0.2033,0.1205,1
0.2081,0.1225,1
0.206,0.1212,1
0.2085,0.1228,1
0.2087,0.122,1
0.1861,0.1228,1
0.2101,0.1217,1
0.2101,0.1211,1
0.2062,0.1196,1
0.2038,0.1205,1
0.061,0.1222,1
0.1743,0.1242,1
0.1972,0.1224,1
0.1918,0.1208,1
0.1954,0.1235,1
0.1868,0.1227,1
0.1862,0.1216,1
0.1858,0.1236,1
0.1561,0.1231,1
0.1829,0.1227,1
0.1829,0.1229,1
0.1861,0.1227,1
0.1929,0.1225,1
0.1721,0.1218,1
0.1608,0.1215,1
0.1903,0.1237,1
0.1991,0.1238,1
0.2001,0.1211,1
0.1882,0.1228,1
0.1962,0.1222,1
0.1915,0.1199,1
0.1727,0.1198,1
0.1678,0.1218,1
0.1642,0.1218,1
0.1873,0.1221,1
0.1853,0.1226,1
0.1917,0.1202,1
0.1934,0.1213,1
0.1489,0.1233,1
0.1696,0.1211,1
0.1974,0.1211,1
0.1963,0.1225,1
0.1681,0.1212,1
0.1492,0.1239,1
0.0647,0.1234,1
0.1554,0.1224,1
0.1878,0.1219,1
0.1857,0.1209,1
0.1796,0.1227,1
0.177,0.1217,1
0.1944,0.1213,1
0.19,0.1219,1
0.18,0.121,1
0.1924,0.1211,1
0.1837,0.1206,1
0.1974,0.1211,1
0.1946,0.1203,1
0.2025,0.1206,1
0.1971,0.1213,1
0.1975,0.1223,1
0.194,0.1229,1
0.1999,0.1212,1
0.1944,0.1238,1
0.1994,0.1212,1
0.174,0.1228,1
0.1243,0.1225,1
0.1137,0.1215,1
0.2054,0.1203,1
0.1782,0.1252,1
0.2106,0.1227,1
0.2073,0.1215,1
0.214,0.123,1
0.149,0.1248,1
0.1263,0.125,1
0.1352,0.1205,1
0.1562,0.1222,1
0.214,0.1206,1
0.2151,0.1236,1
0.2104,0.1246,1
0.2158,0.1245,1
0.2281,0.121,1
0.2157,0.1192,1
0.2141,0.1219,1
0.2263,0.1203,1
0.2291,0.1206,1
0.2291,0.1205,1
0.2261,0.1203,1
0.2232,0.1206,1
0.2271,0.1224,1
0.213,0.1211,1
0.1943,0.1234,1
0.1847,0.1243,1
0.2002,0.1258,1
0.2194,0.1205,1
0.1725,0.124,1
0.1935,0.1199,1
0.2179,0.1216,1
0.222,0.1218,1
0.2126,0.122,1
0.2137,0.1217,1
0.2162,0.1219,1
0.182,0.1219,1
0.1799,0.1231,1
0.2155,0.1204,1
0.2164,0.1251,1
0.2249,0.1213,1
0.2098,0.1215,1
0.215,0.1198,1
0.2151,0.1192,1
0.0674,0.12,1
0.1564,0.1204,1
0.2027,0.1209,1
0.2078,0.1221,1
0.2138,0.1232,1
0.0808,0.1236,1
0.1997,0.1246,1
0.2168,0.125,1
0.2285,0.1211,1
0.2198,0.1247,1
0.2233,0.1219,1
0.2281,0.1238,1
0.2152,0.1238,1
0.2142,0.1221,1
0.2131,0.1224,1
0.063,0.123,1
0.1052,0.1262,1
0.1881,0.1245,1
0.1515,0.1232,1
0.0578,0.1238,1
0.1757,0.1221,1
0.1948,0.1216,1
0.1895,0.1226,1
0.0881,0.1244,1
0.1729,0.125,1
0.226,0.1237,1
0.2274,0.1243,1
0.2297,0.1224,1
0.1708,0.122,1
0.2251,0.1226,1
0.103,0.121,1
0.2266,0.1234,1
0.225,0.1238,1
0.1808,0.1217,1
0.1876,0.1239,1
0.2035,0.1227,1
0.1553,0.1251,1
0.2006,0.1242,1
0.2152,0.1233,1
0.2243,0.1221,1
0.2255,0.1239,1
0.1122,0.124,1
0.2157,0.1222,1
0.2262,0.1217,1
0.1921,0.1232,1
0.1708,0.1233,1
0.1595,0.1252,1
0.1987,0.1225,1
0.1763,0.1239,1
0.1641,0.1226,1
0.2173,0.1238,1
0.2155,0.1207,1
0.2172,0.123,1
0.216,0.1221,1
0.2176,0.1227,1
0.2193,0.1229,1
0.217,0.1234,1
0.2108,0.1229,1
0.2113,0.1226,1
0.2197,0.1241,1
0.2178,0.1219,1
0.2174,0.1226,1
0.2077,0.1211,1
0.2075,0.1232,1
0.2158,0.1229,1
0.2062,0.1252,1
0.216,0.1244,1
0.2229,0.1227,1
0.2241,0.1244,1
0.217,0.1235,1
0.2116,0.1239,1
0.2226,0.1243,1
0.2139,0.1239,1
0.2178,0.1238,1
0.2263,0.1239,1
0.2158,0.1249,1
0.2158,0.1233,1
0.2174,0.1265,1
0.2196,0.1237,1
0.2127,0.1236,1
0.2122,0.1248,1
0.2156,0.123,1
0.2161,0.1257,1
0.2188,0.1239,1
0.2176,0.1235,1
0.2167,0.1219,1
0.22,0.1236,1
0.2058,0.1228,1
0.1816,0.1209,1
0.2122,0.1242,1
0.2103,0.1211,1
0.2133,0.1239,1
0.2123,0.1232,1
0.2029,0.1217,1
0.2116,0.1204,1
0.2081,0.1211,1
0.2071,0.1233,1
0.2045,0.1216,1
0.2089,0.1225,1
0.2069,0.1213,1
0.227,0.1209,1
0.1918,0.1222,1
0.2006,0.1237,1
0.2035,0.1244,1
0.2059,0.1222,1
0.2167,0.1208,1
0.1647,0.1232,1
0.1646,0.1197,1
0.1584,0.1212,1
0.169,0.1231,1
0.1897,0.1236,1
0.2008,0.121,1
0.1247,0.1207,1
0.1758,0.1214,1
0.1881,0.1229,1
0.1625,0.1212,1
0.1616,0.1212,1
0.1945,0.1216,1
0.1981,0.1202,1
0.1601,0.1204,1
0.1909,0.1222,1
0.2054,0.1218,1
0.2001,0.1211,1
0.1962,0.1227,1
0.1905,0.1206,1
0.194,0.1218,1
0.1976,0.1196,1
0.1964,0.1208,1
0.1971,0.122,1
0.1958,0.124,1
0.1987,0.1215,1
0.1992,0.1223,1
0.208,0.1234,1
0.2039,0.1254,1
0.2002,0.1219,1
0.1905,0.1228,1
0.1941,0.123,1
0.1599,0.1239,1
0.1585,0.1231,1
0.1874,0.1226,1
0.1974,0.1207,1
0.1912,0.1239,1
0.1761,0.1214,1
0.1858,0.1218,1
0.1892,0.1216,1
0.1922,0.1225,1
0.1864,0.1217,1
0.1869,0.1217,1
0.1816,0.1234,1
0.1844,0.1211,1
0.0643,0.124,1
0.1397,0.1236,1
0.1567,0.1214,1
0.1733,0.1228,1
0.1539,0.1236,1
0.1262,0.1213,1
0.1484,0.1211,1
0.1544,0.1221,1
0.1757,0.122,1
0.1771,0.1226,1
0.1899,0.122,1
0.19,0.1237,1
0.1854,0.1217,1
0.186,0.1229,1
0.1782,0.1219,1
0.1836,0.1221,1
0.1507,0.1202,1
0.1403,0.1229,1
0.1763,0.1214,1
0.1897,0.1208,1
0.1887,0.122,1
0.1869,0.1231,1
0.1864,0.1221,1
0.1864,0.1207,1
0.1962,0.121,1
0.1892,0.1225,1
0.1892,0.1228,1
0.1966,0.122,1
0.1967,0.1241,1
0.1821,0.1237,1
0.1959,0.122,1
0.1988,0.1217,1
0.1952,0.122,1
0.1875,0.1235,1
0.1961,0.1234,1
0.1924,0.1229,1
0.1839,0.123,1
0.1954,0.1231,1
0.1925,0.1218,1
0.1925,0.1223,1
0.1808,0.1219,1
0.1454,0.124,1
0.1938,0.1214,1
0.1847,0.1215,1
0.0502,0.1252,1
0.0478,0.1225,1
0.0636,0.1228,1
0.1457,0.1211,1
0.1795,0.121,1
0.1818,0.1226,1
0.1826,0.1246,1
0.1729,0.1221,1
0.1746,0.1237,1
0.1823,0.1215,1
0.1698,0.1219,1
0.1477,0.1212,1
0.1463,0.1239,1
0.1565,0.1241,1
0.1335,0.1224,1
0.1731,0.1228,1
0.171,0.1233,1
0.1696,0.1227,1
0.1745,0.1229,1
0.1641,0.1222,1
0.1865,0.124,1
0.1553,0.122,1
0.169,0.1218,1
0.1574,0.1215,1
0.0901,0.1252,1
0.1261,0.1258,1
0.1467,0.1209,1
0.1654,0.1219,1
0.165,0.1212,1
0.0631,0.1235,1
0.1104,0.1239,1
0.1269,0.1233,1
0.1643,0.1222,1
0.1236,0.1236,1
0.0917,0.1217,1
0.1552,0.1242,1
0.1398,0.1229,1
0.1546,0.1214,1
0.1746,0.1208,1
0.1788,0.1209,1
0.2099,0.121,1
0.2082,0.1264,1
0.1984,0.1234,1
0.1982,0.1232,1
0.2038,0.1242,1
0.1868,0.1249,1
0.1786,0.1225,1
0.1764,0.1242,1
0.1521,0.1262,1
0.1207,0.1228,1
0.1307,0.1221,1
0.1445,0.1224,1
0.1732,0.1232,1
0.1699,0.124,1
0.1614,0.1227,1
0.1533,0.1211,1
0.1513,0.1253,1
0.162,0.1234,1
0.1635,0.124,1
0.1699,0.1229,1
0.1754,0.122,1
0.1598,0.1232,1
0.1625,0.1247,1
0.1521,0.1215,1
0.1309,0.1218,1
0.1252,0.1222,1
0.1302,0.1223,1
0.1869,0.1235,1
0.2175,0.1238,1
0.2079,0.1223,1
0.2059,0.1251,1
0.209,0.1231,1
0.1385,0.1228,1
0.2057,0.1237,1
0.2021,0.1239,1
0.212,0.1227,1
0.208,0.1235,1
0.2086,0.1215,1
0.1341,0.1209,1
0.1314,0.1247,1
0.1504,0.1231,1
0.1774,0.1221,1
0.1517,0.1227,1
0.1742,0.1228,1
0.1702,0.1249,1
0.1875,0.1217,1
0.188,0.124,1
0.1875,0.124,1
0.2058,0.1252,1
0.2032,0.1214,1
0.1495,0.1254,1
0.153,0.1248,1
0.1517,0.126,1
0.1877,0.1278,1
0.2053,0.126,1
0.2152,0.1237,1
0.211,0.124,1
0.1997,0.1219,1
0.2058,0.126,1
0.2084,0.1238,1
0.2091,0.1225,1
0.2131,0.1244,1
0.1508,0.1253,1
0.2054,0.1224,1
0.2062,0.1225,1
0.2044,0.1246,1
0.2003,0.1216,1
0.2013,0.1235,1
0.1994,0.1225,1
0.2065,0.123,1
0.2032,0.1204,1
0.2091,0.1196,1
0.1968,0.1187,1
0.2061,0.1203,1
0.1508,0.1199,1
0.1867,0.1215,1
0.2121,0.1218,1
0.2152,0.1229,1
0.1034,0.1261,1
0.1847,0.126,1
0.2024,0.1228,1
0.1984,0.1249,1
0.2109,0.1263,1
0.2276,0.1256,1
0.228,0.124,1
0.2183,0.1245,1
0.2264,0.1242,1
0.2271,0.1246,1
0.2204,0.1253,1
0.1819,0.1254,1
0.1695,0.1244,1
0.2076,0.1249,1
0.2177,0.1229,1
0.226,0.1242,1
0.2264,0.1253,1
0.2253,0.125,1
0.2299,0.1241,1
0.2204,0.1243,1
0.2264,0.1264,1
0.2271,0.1268,1
0.2276,0.1257,1
0.2294,0.1257,1
0.2229,0.1244,1
0.2226,0.1244,1
0.1595,0.1239,1
0.2109,0.1239,1
0.2255,0.1248,1
0.2113,0.1252,1
0.1619,0.1241,1
0.2021,0.1222,1
0.2293,0.1244,1
0.2188,0.1201,1
0.1609,0.1244,1
0.184,0.1231,1
0.2269,0.1228,1
0.2248,0.1209,1
0.2276,0.123,1
0.2274,0.123,1
0.229,0.1241,1
0.2234,0.1242,1
0.1404,0.1224,1
0.1752,0.1234,1
0.2097,0.124,1
0.227,0.1214,1
0.2229,0.1224,1
0.2148,0.1194,1
0.2276,0.1234,1
0.226,0.1209,1
0.2183,0.1217,1
0.2121,0.1232,1
0.22,0.1212,1
0.2208,0.1202,1
0.2205,0.1225,1
0.2189,0.1229,1
0.2239,0.1188,1
0.2239,0.1219,1
0.2104,0.1202,1
0.2232,0.1221,1
0.2263,0.1236,1
0.2213,0.1253,1
0.22,0.1236,1
0.0799,0.1193,1
0.2228,0.1251,1
0.2276,0.1252,1
0.2241,0.1257,1
0.2198,0.1253,1
0.2263,0.1237,1
0.215,0.1218,1
0.2155,0.124,1
0.2285,0.1251,1
0.2286,0.1229,1
0.225,0.1199,1
0.2173,0.1225,1
0.067,0.123,1
0.1693,0.1211,1
0.1092,0.1269,1
0.2256,0.1205,1
0.2068,0.1216,1
0.2048,0.1226,1
0.207,0.1232,1
0.2092,0.1231,1
0.2168,0.1232,1
0.2063,0.1231,1
0.2153,0.1226,1
0.2277,0.1235,1
0.2244,0.1217,1
0.2216,0.1207,1
0.2241,0.1216,1
0.0783,0.1234,1
0.2145,0.1217,1
0.228,0.1218,1
0.1789,0.1222,1
0.209,0.1211,1
0.2283,0.1209,1
0.2289,0.1208,1
0.2256,0.1231,1
0.2065,0.1223,1
0.2036,0.1227,1
0.2063,0.1228,1
0.2107,0.1231,1
0.2152,0.1252,1
0.2078,0.1247,1
0.1849,0.1244,1
0.1816,0.1226,1
0.1868,0.1224,1
0.1954,0.1215,1
0.2147,0.1251,1
0.186,0.1243,1
0.229,0.1232,1
0.1143,0.1241,1
0.1952,0.1247,1
0.1774,0.1245,1
0.2022,0.1217,1
0.2291,0.1226,1
0.228,0.1237,1
0.2274,0.1247,1
0.2239,0.1228,1
0.2237,0.1234,1
0.2268,0.1207,1
0.2284,0.1234,1
0.2288,0.1219,1
0.2261,0.1229,1
0.2282,0.1214,1
0.226,0.1223,1
0.2274,0.1212,1
0.2292,0.122,1
0.2265,0.1238,1
0.2117,0.1239,1
0.2225,0.1222,1
0.2094,0.1233,1
0.2275,0.125,1
0.2221,0.1224,1
0.2205,0.123,1
0.2167,0.1223,1
0.2233,0.1245,1
0.2273,0.124,1
0.2283,0.1213,1
0.2132,0.1244,1
0.2234,0.1259,1
0.2113,0.1242,1
0.2135,0.1208,1
0.2194,0.1219,1
0.2208,0.1224,1
0.2022,0.1195,1
0.189,0.122,1
0.2095,0.1217,1
0.1989,0.121,1
0.1911,0.1218,1
0.2,0.1206,1
0.1972,0.1203,1
0.1941,0.1221,1
0.1899,0.1222,1
0.1926,0.1215,1
0.1916,0.1216,1
0.1942,0.122,1
0.2093,0.1236,1
0.2134,0.1225,1
0.2197,0.1219,1
0.2179,0.1233,1
0.217,0.1209,1
0.2015,0.1216,1
0.2058,0.1233,1
0.2067,0.1208,1
0.218,0.1239,1
0.2144,0.1215,1
0.2129,0.1227,1
0.222,0.1222,1
0.2117,0.1221,1
0.2097,0.122,1
0.2108,0.1224,1
0.2122,0.1217,1
0.2191,0.1233,1
0.221,0.1202,1
0.1462,0.1226,1
0.1864,0.1219,1
0.2089,0.1215,1
0.2108,0.1222,1
0.2081,0.1226,1
0.2147,0.1208,1
0.1723,0.1214,1
0.2058,0.1233,1
0.205,0.121,1
0.1875,0.1222,1
0.1706,0.1232,1
0.1549,0.121,1
0.1663,0.1223,1
0.1695,0.1221,1
0.2298,0.1216,1
0.2209,0.1224,1
0.222,0.1224,1
0.2183,0.1203,1
0.2195,0.1214,1
0.2208,0.1239,1
0.2255,0.1208,1
0.2204,0.1214,1
0.2272,0.1234,1
0.2295,0.1226,1
0.2209,0.1215,1
0.2201,0.1215,1
0.2169,0.121,1
0.199,0.1221,1
0.2148,0.1223,1
0.2232,0.1201,1
0.2182,0.1198,1
0.2182,0.121,1
0.2098,0.1227,1
0.2139,0.123,1
0.2086,0.1216,1
0.2076,0.1218,1
0.222,0.1242,1
0.218,0.1224,1
0.2279,0.1201,1
0.2188,0.1216,1
0.2229,0.121,1
0.2289,0.1212,1
0.218,0.1205,1
0.2202,0.1206,1
0.2171,0.1203,1
0.2195,0.1206,1
0.2288,0.1199,1
0.2117,0.1206,1
0.2068,0.121,1
0.214,0.1221,1
0.2088,0.119,1
0.2148,0.122,1
0.2086,0.1207,1
0.2103,0.1223,1
0.1868,0.121,1
0.1986,0.1222,1
0.2028,0.1213,1
0.2028,0.1228,1
0.1989,0.1212,1
0.2072,0.1235,1
0.1854,0.1242,1
0.2068,0.1217,1
0.2016,0.1229,1
0.2095,0.1226,1
0.2088,0.1226,1
0.1522,0.1231,1
0.1752,0.1243,1
0.1935,0.1226,1
0.1894,0.1229,1
0.1863,0.1258,1
0.1954,0.1214,1
0.1893,0.1224,1
0.1917,0.124,1
0.1904,0.1226,1
0.1956,0.1259,1
0.097,0.1241,1
0.1605,0.1226,1
0.173,0.1245,1
0.2016,0.1244,1
0.0917,0.1238,1
0.2084,0.1223,1
0.2082,0.123,1
0.2057,0.1232,1
0.2128,0.1227,1
0.2075,0.1236,1
0.2105,0.1213,1
0.2083,0.1243,1
0.2019,0.1233,1
0.2145,0.1231,1
0.2144,0.1213,1
0.2183,0.1203,1
0.2116,0.123,1
0.228,0.1231,1
0.2176,0.1223,1
0.2132,0.1234,1
0.2174,0.121,1
0.2163,0.123,1
0.2178,0.1216,1
0.2129,0.1225,1
0.2203,0.1205,1
0.1327,0.1219,1
0.2069,0.1222,1
0.209,0.1222,1
0.2087,0.1211,1
0.2154,0.1213,1
0.2276,0.1254,1
0.2264,0.1225,1
0.2245,0.1246,1
0.2251,0.1258,1
0.2262,0.1243,1
0.228,0.1251,1
0.2275,0.1255,1
0.2271,0.126,1
0.2271,0.1236,1
0.2235,0.1241,1
0.222,0.1266,1
0.2244,0.1252,1
0.2299,0.1251,1
0.2267,0.1256,1
0.0927,0.1265,1
0.2135,0.1239,1
0.218,0.1247,1
0.2169,0.1198,1
0.0618,0.1199,1
0.1699,0.1218,1
0.2007,0.1218,1
0.2006,0.1214,1
0.2039,0.1207,1
0.2103,0.1228,1
0.2201,0.1207,1
0.2282,0.1216,1
0.2212,0.1217,1
0.2298,0.1226,1
0.2216,0.12,1
0.2185,0.1214,1
0.2248,0.1237,1
0.2151,0.1235,1
0.2287,0.1214,1
0.2245,0.1223,1
0.2271,0.123,1
0.0603,0.1218,1
0.173,0.1212,1
0.2068,0.122,1
0.2186,0.1222,1
0.2074,0.1211,1
0.2132,0.1227,1
0.1659,0.1218,1
0.1675,0.1221,1
0.2016,0.1241,1
0.2087,0.1243,1
0.212,0.1225,1
0.2132,0.1263,1
0.2075,0.12,1
0.2144,0.1224,1
0.2143,0.1202,1
0.1857,0.1235,1
0.2093,0.1225,1
0.2271,0.1223,1
0.2168,0.1211,1
0.2106,0.1207,1
0.2176,0.1212,1
0.2144,0.1223,1
0.2114,0.1211,1
0.223,0.1228,1
0.2175,0.1207,1
0.2143,0.1235,1
0.2246,0.1213,1
